date,series,open,high,low,prev. close,ltp,close,vwap,52W H,52W L,volume,value,no of trades,date
16-Aug-2023,EQ,130.75,131.9,129.45,130.5,131.5,131.3,130.85,341.6,87.0,"70,62,446","92,40,97,384.00","46,459",2023-08-16
17-Aug-2023,EQ,131.45,131.6,128.25,131.3,128.7,128.7,129.57,341.6,87.0,"71,62,118","92,80,06,818.60","49,111",2023-08-17
18-Aug-2023,EQ,128.25,129.6,126.75,128.7,126.8,127.15,128.09,341.6,87.0,"89,97,702","1,15,25,45,384.85","45,034",2023-08-18
21-Aug-2023,EQ,127.2,129.7,127.15,127.15,129.65,129.25,128.4,341.6,87.0,"50,63,202","65,01,08,758.15","41,914",2023-08-21
22-Aug-2023,EQ,129.7,133.7,129.35,129.25,133.45,133.3,132.54,341.6,87.0,"2,05,96,242","2,72,97,34,257.50","82,196",2023-08-22
23-Aug-2023,EQ,133.95,135.4,132.8,133.3,133.3,133.4,134.17,341.6,87.0,"1,94,26,832","2,60,64,91,660.10","79,232",2023-08-23
24-Aug-2023,EQ,135.05,135.5,133.6,133.4,134.0,134.4,134.46,341.6,87.0,"1,75,43,374","2,35,89,57,341.35","97,554",2023-08-24
25-Aug-2023,EQ,137.25,137.95,133.05,134.4,133.2,133.4,135.26,341.6,87.0,"3,39,19,926","4,58,79,55,004.80","1,06,119",2023-08-25
28-Aug-2023,EQ,136.1,136.4,134.6,133.4,135.0,134.9,135.52,341.6,87.0,"1,33,46,571","1,80,87,06,167.30","65,575",2023-08-28
29-Aug-2023,EQ,135.3,135.85,134.1,134.9,134.75,134.55,134.87,341.6,87.0,"1,11,18,400","1,49,95,40,562.15","62,467",2023-08-29
30-Aug-2023,EQ,135.5,135.5,134.25,134.55,134.5,134.55,134.92,341.6,87.0,"1,25,55,619","1,69,39,66,059.40","36,635",2023-08-30
31-Aug-2023,EQ,134.55,135.05,132.2,134.55,133.55,133.2,133.42,341.6,87.0,"1,49,54,352","1,99,51,42,622.35","61,041",2023-08-31
01-Sep-2023,EQ,134.05,138.4,133.9,133.2,137.95,137.85,136.76,341.6,87.0,"2,34,15,545","3,20,23,87,613.35","1,04,193",2023-09-01
04-Sep-2023,EQ,139.5,142.35,139.2,137.85,140.5,140.55,140.55,341.6,87.0,"2,82,62,276","3,97,23,38,392.90","1,08,585",2023-09-04
05-Sep-2023,EQ,141.3,141.9,139.2,140.55,139.65,139.7,140.51,341.6,87.0,"1,16,95,197","1,64,33,40,486.90","67,399",2023-09-05
06-Sep-2023,EQ,140.5,140.75,137.75,139.7,138.45,138.3,138.79,341.6,87.0,"1,01,51,022","1,40,88,97,788.55","59,711",2023-09-06
07-Sep-2023,EQ,138.45,141.0,137.6,138.3,140.05,139.85,139.51,341.6,87.0,"1,84,38,943","2,57,23,65,514.30","84,547",2023-09-07
08-Sep-2023,EQ,140.55,144.3,140.2,139.85,143.25,143.3,142.98,341.6,87.0,"1,65,79,557","2,37,05,36,973.30","79,123",2023-09-08
11-Sep-2023,EQ,144.35,147.15,143.05,143.3,144.6,144.7,144.69,341.6,87.0,"1,99,02,175","2,87,96,87,039.10","97,263",2023-09-11
12-Sep-2023,EQ,144.6,144.95,133.6,144.7,135.0,134.15,136.77,341.6,87.0,"4,87,52,780","6,66,76,84,997.65","1,91,309",2023-09-12
13-Sep-2023,EQ,135.0,136.95,133.3,134.15,136.05,135.85,135.19,341.6,87.0,"1,92,82,289","2,60,67,99,647.75","93,405",2023-09-13
14-Sep-2023,EQ,138.0,138.7,135.5,135.85,137.05,136.8,136.99,341.6,87.0,"1,31,97,189","1,80,78,22,718.45","69,112",2023-09-14
15-Sep-2023,EQ,137.5,138.2,135.1,136.8,135.6,135.7,136.01,341.6,87.0,"96,51,337","1,31,27,21,000.20","50,598",2023-09-15
18-Sep-2023,EQ,145.0,145.0,139.0,135.7,140.05,139.9,140.39,147.15,87.0,"5,18,59,825","7,28,03,42,674.90","1,92,544",2023-09-18
20-Sep-2023,EQ,140.0,140.1,136.25,139.9,137.4,136.9,137.79,147.15,87.0,"1,90,80,613","2,62,91,87,087.90","96,727",2023-09-20
21-Sep-2023,EQ,137.0,138.0,134.6,136.9,135.4,135.25,136.23,147.15,87.0,"95,31,884","1,29,85,70,332.60","56,940",2023-09-21
22-Sep-2023,EQ,134.15,136.9,134.05,135.25,136.35,136.05,135.61,147.15,87.0,"1,26,04,969","1,70,93,82,621.60","96,557",2023-09-22
25-Sep-2023,EQ,136.3,136.85,133.6,136.05,136.55,136.6,135.08,147.15,87.0,"1,49,84,591","2,02,41,88,094.90","78,785",2023-09-25
26-Sep-2023,EQ,136.6,138.3,135.9,136.6,137.75,137.65,137.6,147.15,87.0,"1,23,15,581","1,69,46,25,374.40","78,625",2023-09-26
27-Sep-2023,EQ,137.4,137.55,135.7,137.65,136.55,136.6,136.47,147.15,87.0,"87,13,378","1,18,90,99,840.95","67,054",2023-09-27
28-Sep-2023,EQ,136.9,138.0,134.6,136.6,136.2,135.05,135.8,147.15,87.0,"2,20,12,674","2,98,92,92,557.80","79,602",2023-09-28
29-Sep-2023,EQ,136.0,138.65,135.75,135.05,137.9,138.3,137.57,147.15,87.0,"85,04,659","1,16,99,59,897.85","50,536",2023-09-29
03-Oct-2023,EQ,137.9,140.6,137.2,138.3,139.1,139.2,139.24,147.15,87.0,"1,90,10,910","2,64,70,76,525.75","1,59,769",2023-10-03
04-Oct-2023,EQ,138.0,139.15,136.55,139.2,138.75,138.85,137.81,147.15,87.0,"1,49,12,053","2,05,50,89,564.70","65,730",2023-10-04
05-Oct-2023,EQ,139.5,141.35,138.1,138.85,138.65,138.95,139.55,147.15,87.0,"1,59,96,620","2,23,23,97,797.00","65,630",2023-10-05
06-Oct-2023,EQ,139.0,140.5,138.65,138.95,139.0,139.0,139.14,147.15,87.0,"49,87,359","69,39,63,068.40","37,184",2023-10-06
09-Oct-2023,EQ,136.2,137.6,135.05,139.0,136.15,135.75,136.13,147.15,87.0,"1,04,89,249","1,42,78,80,028.25","58,967",2023-10-09
10-Oct-2023,EQ,137.4,141.0,136.5,135.75,139.95,139.95,139.67,147.15,87.0,"1,55,93,722","2,17,80,08,599.35","74,610",2023-10-10
11-Oct-2023,EQ,139.95,140.5,137.5,139.95,137.85,137.75,138.45,147.15,87.0,"1,07,78,916","1,49,23,35,301.40","61,844",2023-10-11
12-Oct-2023,EQ,137.95,138.7,137.2,137.75,138.15,138.2,138.13,147.15,87.0,"75,67,439","1,04,53,01,260.25","48,307",2023-10-12
13-Oct-2023,EQ,136.3,138.2,136.3,138.2,137.3,137.45,137.2,147.15,87.0,"83,03,230","1,13,92,18,589.25","63,144",2023-10-13
16-Oct-2023,EQ,137.0,137.9,136.55,137.45,137.3,137.4,137.36,147.15,87.0,"77,85,480","1,06,94,00,761.05","49,844",2023-10-16
17-Oct-2023,EQ,137.5,138.9,137.5,137.4,138.45,138.55,138.4,147.15,87.0,"60,76,896","84,10,68,550.80","40,858",2023-10-17
18-Oct-2023,EQ,138.75,138.95,136.4,138.55,137.1,137.05,137.42,147.15,87.0,"68,06,231","93,53,43,723.20","39,910",2023-10-18
19-Oct-2023,EQ,136.0,137.2,135.05,137.05,136.85,137.0,136.39,147.15,87.0,"77,75,836","1,06,05,25,671.85","60,578",2023-10-19
20-Oct-2023,EQ,136.7,136.9,133.5,137.0,134.1,134.2,134.77,147.15,87.0,"89,82,112","1,21,05,59,621.75","62,041",2023-10-20
23-Oct-2023,EQ,134.3,135.9,131.4,134.2,131.8,132.7,133.39,147.15,87.0,"1,93,33,777","2,57,89,85,958.15","74,906",2023-10-23
25-Oct-2023,EQ,132.5,134.65,129.25,132.7,131.2,131.2,132.02,147.15,87.0,"1,02,25,867","1,34,99,77,078.40","67,392",2023-10-25
26-Oct-2023,EQ,130.0,130.2,127.0,131.2,129.3,128.85,128.23,147.15,87.0,"1,81,67,694","2,32,96,64,982.15","82,224",2023-10-26
27-Oct-2023,EQ,129.25,132.85,129.25,128.85,132.5,132.2,131.81,147.15,87.0,"87,61,931","1,15,49,07,956.95","49,882",2023-10-27
30-Oct-2023,EQ,133.5,133.95,130.8,132.2,132.0,131.95,131.97,147.15,87.0,"90,52,085","1,19,46,25,050.90","41,779",2023-10-30
31-Oct-2023,EQ,132.5,133.65,130.75,131.95,133.5,133.25,132.44,147.15,87.0,"80,98,744","1,07,26,17,955.20","45,371",2023-10-31
01-Nov-2023,EQ,133.75,134.55,132.05,133.25,132.4,132.4,133.57,147.15,87.0,"1,04,31,945","1,39,34,11,717.95","66,496",2023-11-01
02-Nov-2023,EQ,133.7,135.0,133.3,132.4,135.0,134.75,134.28,147.15,87.0,"48,85,035","65,59,69,347.90","35,700",2023-11-02
03-Nov-2023,EQ,135.15,137.0,134.75,134.75,136.0,135.95,136.01,147.15,87.0,"91,54,983","1,24,51,54,131.15","31,663",2023-11-03
06-Nov-2023,EQ,136.95,138.0,136.0,135.95,137.7,137.65,137.04,147.15,87.0,"70,70,089","96,89,19,326.20","37,622",2023-11-06
07-Nov-2023,EQ,137.55,138.95,136.7,137.65,137.75,138.05,138.11,147.15,87.0,"85,87,321","1,18,59,69,483.70","46,726",2023-11-07
08-Nov-2023,EQ,137.75,141.15,137.7,138.05,140.2,140.4,140.2,147.15,87.0,"97,55,483","1,36,77,23,114.35","61,398",2023-11-08
09-Nov-2023,EQ,139.95,139.95,137.6,140.4,138.0,137.95,138.3,147.15,87.0,"54,81,774","75,81,49,231.50","44,152",2023-11-09
10-Nov-2023,EQ,137.5,139.1,137.05,137.95,138.85,138.8,138.35,147.15,87.0,"57,81,314","79,98,55,940.35","35,812",2023-11-10
12-Nov-2023,EQ,139.95,140.3,139.3,138.8,139.5,139.6,139.73,147.15,87.0,"13,62,464","19,03,81,914.85","19,870",2023-11-12
13-Nov-2023,EQ,139.15,144.2,139.05,139.6,143.2,143.4,143.01,147.15,87.0,"2,02,45,049","2,89,52,01,400.15","82,600",2023-11-13
15-Nov-2023,EQ,144.5,145.4,142.5,143.4,143.25,143.05,143.5,147.15,87.0,"1,14,40,473","1,64,16,50,907.45","78,149",2023-11-15
16-Nov-2023,EQ,143.25,144.35,142.2,143.05,142.65,142.6,143.07,147.15,87.0,"1,14,53,235","1,63,86,43,272.65","57,606",2023-11-16
17-Nov-2023,EQ,142.85,146.5,141.8,142.6,145.95,146.1,144.54,147.15,87.0,"1,34,96,261","1,95,06,94,716.00","63,388",2023-11-17
20-Nov-2023,EQ,146.4,146.75,143.15,146.1,144.1,143.85,144.49,147.15,87.0,"77,41,502","1,11,85,68,868.25","46,421",2023-11-20
21-Nov-2023,EQ,144.15,144.55,142.25,143.85,143.15,142.85,143.12,147.15,87.0,"99,72,235","1,42,71,77,846.00","67,047",2023-11-21
22-Nov-2023,EQ,143.25,143.45,140.15,142.85,142.1,141.85,141.71,147.15,87.0,"74,45,272","1,05,50,66,423.50","62,127",2023-11-22
23-Nov-2023,EQ,141.85,142.55,139.1,141.85,139.8,139.35,139.97,147.15,87.0,"1,31,38,745","1,83,89,72,964.85","80,406",2023-11-23
24-Nov-2023,EQ,139.95,142.15,137.35,139.35,140.4,140.35,140.21,147.15,87.0,"1,96,14,754","2,75,02,46,176.45","75,047",2023-11-24
28-Nov-2023,EQ,141.65,141.8,140.4,140.35,141.1,141.3,141.18,147.15,87.0,"85,95,693","1,21,35,65,785.00","68,813",2023-11-28
29-Nov-2023,EQ,142.05,142.65,140.5,141.3,141.2,141.0,141.05,147.15,87.0,"1,46,80,789","2,07,06,64,118.55","99,899",2023-11-29
30-Nov-2023,EQ,141.0,146.35,140.75,141.0,146.0,145.9,144.49,147.15,87.0,"2,75,91,484","3,98,66,61,321.00","1,06,929",2023-11-30
01-Dec-2023,EQ,147.95,150.3,146.75,145.9,147.3,147.45,148.27,150.3,87.0,"3,44,66,616","5,11,04,35,564.80","1,28,531",2023-12-01
04-Dec-2023,EQ,152.0,157.5,151.6,147.45,153.75,153.55,154.42,157.5,87.0,"5,14,16,976","7,93,97,53,106.05","1,86,200",2023-12-04
05-Dec-2023,EQ,153.7,155.1,149.95,153.55,152.3,152.0,151.95,157.5,87.0,"2,91,09,123","4,42,30,09,463.05","1,17,678",2023-12-05
06-Dec-2023,EQ,152.6,157.15,151.85,152.0,156.0,156.15,155.17,157.5,87.0,"2,66,88,698","4,14,13,00,891.65","1,16,051",2023-12-06
07-Dec-2023,EQ,161.8,161.8,158.25,156.15,160.2,160.35,159.92,161.8,87.0,"5,13,46,222","8,21,14,51,709.05","1,75,068",2023-12-07
08-Dec-2023,EQ,161.35,162.35,157.3,160.35,158.7,158.75,159.18,162.35,87.0,"2,28,69,782","3,64,03,05,021.35","1,21,662",2023-12-08
11-Dec-2023,EQ,159.8,163.25,159.15,158.75,161.4,161.25,161.46,163.25,87.0,"2,29,41,648","3,70,42,55,517.05","1,07,016",2023-12-11
12-Dec-2023,EQ,162.45,162.8,160.0,161.25,160.75,160.8,161.28,163.25,87.0,"1,63,06,341","2,62,98,82,238.20","1,11,589",2023-12-12
13-Dec-2023,EQ,160.2,163.9,159.4,160.8,162.65,162.85,162.04,163.9,87.0,"1,68,04,086","2,72,28,66,313.20","82,048",2023-12-13
14-Dec-2023,EQ,163.1,164.35,162.6,162.85,164.0,164.0,163.5,164.35,87.0,"1,38,87,946","2,27,07,34,902.65","72,030",2023-12-14
15-Dec-2023,EQ,166.0,170.2,165.25,164.0,169.35,169.05,168.33,170.2,87.0,"3,97,66,631","6,69,40,24,639.30","1,54,755",2023-12-15
18-Dec-2023,EQ,171.75,174.35,169.45,169.05,172.35,172.7,172.17,174.35,87.0,"3,59,01,409","6,18,13,12,326.05","1,52,206",2023-12-18
19-Dec-2023,EQ,172.9,174.4,171.1,172.7,173.15,173.05,172.89,174.4,87.0,"1,47,32,129","2,54,70,97,668.20","97,367",2023-12-19
20-Dec-2023,EQ,173.75,176.3,166.15,173.05,166.95,167.25,172.31,176.3,87.0,"2,45,11,237","4,22,36,04,671.10","1,78,215",2023-12-20
21-Dec-2023,EQ,165.0,171.85,164.05,167.25,170.7,170.65,169.52,176.3,87.0,"2,26,46,625","3,83,90,80,279.30","1,24,094",2023-12-21
22-Dec-2023,EQ,171.95,175.25,169.4,170.65,174.55,174.8,172.89,176.3,87.0,"1,96,40,046","3,39,56,42,217.35","97,612",2023-12-22
26-Dec-2023,EQ,178.0,184.5,178.0,174.8,182.5,181.95,182.12,184.5,87.0,"5,27,36,391","9,60,45,45,840.75","2,97,531",2023-12-26
27-Dec-2023,EQ,184.0,184.9,179.1,181.95,180.7,180.2,181.93,184.9,87.0,"2,62,06,240","4,76,76,64,913.30","1,31,493",2023-12-27
28-Dec-2023,EQ,181.5,184.25,180.8,180.2,182.5,182.7,182.61,184.9,87.0,"2,04,53,485","3,73,49,61,405.55","1,19,866",2023-12-28
29-Dec-2023,EQ,182.95,185.2,181.1,182.7,183.5,184.2,183.35,185.2,87.0,"1,93,05,150","3,53,96,65,590.10","1,04,107",2023-12-29
01-Jan-2024,EQ,184.8,187.0,184.45,184.2,184.5,184.95,185.65,187.0,87.0,"1,80,08,785","3,34,34,17,730.30","1,20,893",2024-01-01
02-Jan-2024,EQ,186.0,186.2,179.75,184.95,182.45,182.15,181.85,187.0,87.0,"2,27,90,965","4,14,44,84,941.15","1,14,946",2024-01-02
03-Jan-2024,EQ,182.35,184.7,180.6,182.15,182.7,182.35,182.6,187.0,87.0,"1,87,38,690","3,42,16,51,530.70","76,751",2024-01-03
04-Jan-2024,EQ,182.5,187.65,182.5,182.35,187.2,186.9,185.53,187.65,87.0,"2,54,03,124","4,71,29,44,402.60","90,977",2024-01-04
05-Jan-2024,EQ,187.7,188.65,184.05,186.9,186.1,185.95,186.91,188.65,87.0,"2,20,23,938","4,11,65,63,974.30","98,674",2024-01-05
08-Jan-2024,EQ,186.75,187.5,183.2,185.95,184.75,183.6,184.67,188.65,87.0,"1,14,72,441","2,11,86,40,718.65","74,094",2024-01-08
09-Jan-2024,EQ,184.9,186.7,184.2,183.6,185.0,184.65,185.34,188.65,87.0,"1,15,50,790","2,14,08,34,759.40","63,489",2024-01-09
10-Jan-2024,EQ,184.4,186.0,182.05,184.65,186.0,185.6,184.15,188.65,87.0,"87,01,594","1,60,24,10,232.75","65,221",2024-01-10
11-Jan-2024,EQ,187.0,187.65,183.8,185.6,184.35,184.35,185.38,188.65,87.0,"1,09,42,508","2,02,84,87,273.55","66,848",2024-01-11
12-Jan-2024,EQ,185.35,185.5,183.1,184.35,183.75,183.5,183.95,188.65,87.0,"88,53,157","1,62,85,47,608.85","77,326",2024-01-12
15-Jan-2024,EQ,184.9,189.9,184.1,183.5,188.85,188.65,187.59,189.9,87.0,"2,45,70,393","4,60,90,64,269.65","1,36,428",2024-01-15
16-Jan-2024,EQ,188.9,190.25,185.1,188.65,186.5,186.8,187.87,190.25,87.0,"1,64,71,601","3,09,44,49,856.45","99,112",2024-01-16
17-Jan-2024,EQ,186.3,188.5,183.8,186.8,186.1,185.65,186.03,190.25,87.0,"1,63,50,370","3,04,16,99,550.25","1,06,554",2024-01-17
18-Jan-2024,EQ,185.65,189.0,180.0,185.65,189.0,188.2,185.47,190.25,87.0,"2,48,31,623","4,60,55,71,445.75","1,53,298",2024-01-18
19-Jan-2024,EQ,190.0,193.7,190.0,188.2,192.0,191.85,191.64,193.7,87.0,"2,23,03,305","4,27,40,98,237.30","1,47,037",2024-01-19
20-Jan-2024,EQ,193.0,195.0,190.7,191.85,193.45,193.4,193.3,195.0,87.0,"1,26,54,436","2,44,61,12,214.25","68,956",2024-01-20
23-Jan-2024,EQ,195.25,195.5,184.4,193.4,187.2,187.1,188.97,195.5,87.0,"2,66,28,471","5,03,19,10,850.70","1,57,317",2024-01-23
24-Jan-2024,EQ,186.8,190.2,184.0,187.1,189.4,189.25,188.14,195.5,87.0,"1,47,42,783","2,77,37,16,284.15","1,18,101",2024-01-24
25-Jan-2024,EQ,190.75,192.0,188.3,189.25,189.95,189.7,189.85,195.5,87.0,"1,25,92,882","2,39,08,03,337.10","1,28,052",2024-01-25
29-Jan-2024,EQ,190.0,193.7,187.55,189.7,191.7,190.9,190.93,195.5,87.0,"2,89,19,512","5,52,15,95,071.25","1,37,760",2024-01-29
30-Jan-2024,EQ,192.0,192.35,187.0,190.9,188.0,187.9,189.37,195.5,87.0,"2,08,94,159","3,95,68,11,960.30","1,51,713",2024-01-30
31-Jan-2024,EQ,188.2,189.1,184.85,187.9,186.25,185.9,186.13,195.5,87.0,"2,37,57,415","4,42,19,39,520.65","1,69,976",2024-01-31
01-Feb-2024,EQ,187.7,188.4,181.55,185.9,183.5,183.4,184.18,195.5,87.0,"2,78,35,431","5,12,67,86,835.90","1,76,726",2024-02-01
02-Feb-2024,EQ,185.0,187.75,183.85,183.4,184.5,184.6,185.32,195.5,87.0,"2,77,10,061","5,13,52,24,537.20","1,80,434",2024-02-02
05-Feb-2024,EQ,187.0,187.0,178.8,184.6,181.5,181.55,183.54,195.5,89.65,"2,38,80,364","4,38,30,77,502.20","1,75,569",2024-02-05
06-Feb-2024,EQ,182.4,183.55,180.7,181.55,183.35,183.1,182.57,195.5,89.65,"1,21,34,363","2,21,54,10,520.90","1,00,644",2024-02-06
07-Feb-2024,EQ,184.15,184.15,179.65,183.1,181.85,181.7,181.76,195.5,89.65,"1,41,92,151","2,57,96,14,063.55","1,20,875",2024-02-07
08-Feb-2024,EQ,182.2,187.1,181.75,181.7,185.3,184.8,185.09,195.5,89.65,"2,90,94,709","5,38,50,99,237.95","1,38,849",2024-02-08
09-Feb-2024,EQ,185.5,185.7,176.5,184.8,180.9,180.65,179.92,195.5,89.65,"2,10,81,134","3,79,29,08,785.90","1,45,309",2024-02-09
12-Feb-2024,EQ,181.25,183.1,173.65,180.65,175.0,174.65,177.76,195.5,89.65,"1,96,40,568","3,49,13,85,009.55","1,26,308",2024-02-12
13-Feb-2024,EQ,174.75,176.9,171.75,174.65,176.5,176.6,175.16,195.5,89.65,"1,39,61,795","2,44,55,94,583.75","1,06,409",2024-02-13
14-Feb-2024,EQ,177.25,182.15,175.3,176.6,182.0,181.6,179.66,195.5,89.65,"2,34,49,380","4,21,30,07,649.90","1,41,263",2024-02-14
15-Feb-2024,EQ,183.0,186.3,182.6,181.6,186.0,185.95,185.02,195.5,89.65,"1,73,35,763","3,20,74,82,959.95","1,17,872",2024-02-15
16-Feb-2024,EQ,189.0,190.4,186.85,185.95,187.9,188.3,188.56,195.5,89.65,"2,98,43,059","5,62,72,24,593.85","1,45,647",2024-02-16
19-Feb-2024,EQ,189.95,192.5,188.3,188.3,189.0,188.75,190.38,195.5,89.65,"2,53,43,215","4,82,49,22,647.65","1,38,579",2024-02-19
20-Feb-2024,EQ,189.1,191.45,186.25,188.75,190.7,190.65,189.81,195.5,89.65,"1,78,09,897","3,38,05,13,693.60","1,08,601",2024-02-20
21-Feb-2024,EQ,191.3,192.55,187.0,190.65,188.7,188.7,190.38,195.5,89.65,"1,78,70,782","3,40,23,22,662.30","1,25,008",2024-02-21
22-Feb-2024,EQ,189.75,196.0,188.7,188.7,196.0,194.75,192.72,196.0,89.65,"3,19,92,371","6,16,55,92,378.35","1,64,432",2024-02-22
23-Feb-2024,EQ,196.3,207.0,195.95,194.75,204.6,205.3,202.35,207.0,89.65,"7,61,79,371","15,41,48,36,587.90","3,42,700",2024-02-23
26-Feb-2024,EQ,205.65,206.9,202.8,205.3,204.4,204.25,204.46,207.0,89.65,"2,70,13,630","5,52,31,54,434.15","2,13,908",2024-02-26
27-Feb-2024,EQ,203.55,209.0,203.1,204.25,205.1,205.35,206.03,209.0,89.65,"2,88,77,205","5,94,97,12,516.70","2,63,721",2024-02-27
28-Feb-2024,EQ,206.2,209.0,201.45,205.35,205.0,205.65,205.8,209.0,89.65,"3,89,96,363","8,02,56,22,086.40","2,04,032",2024-02-28
29-Feb-2024,EQ,205.45,205.9,199.75,205.65,205.55,205.1,203.75,209.0,89.65,"2,40,59,731","4,90,21,26,907.80","93,387",2024-02-29
01-Mar-2024,EQ,205.95,208.05,204.8,205.1,206.0,205.6,206.22,209.0,89.65,"1,29,49,604","2,67,04,83,748.65","71,530",2024-03-01
02-Mar-2024,EQ,206.0,207.7,205.9,205.6,206.3,206.75,206.83,209.0,89.65,"14,97,553","30,97,40,582.85","12,530",2024-03-02
04-Mar-2024,EQ,207.95,212.95,206.35,206.75,209.85,209.6,210.57,212.95,89.65,"3,42,72,251","7,21,68,30,115.80","2,06,411",2024-03-04
05-Mar-2024,EQ,211.0,213.75,209.85,209.6,211.45,210.75,211.31,213.75,89.65,"2,49,64,592","5,27,52,22,703.30","1,28,150",2024-03-05
06-Mar-2024,EQ,211.8,213.45,205.6,210.75,209.9,210.45,209.46,213.75,89.65,"2,62,36,957","5,49,55,09,171.15","1,84,487",2024-03-06
07-Mar-2024,EQ,211.45,216.8,211.15,210.45,215.4,215.2,214.6,216.8,89.65,"4,14,84,038","8,90,26,41,058.65","2,09,418",2024-03-07
11-Mar-2024,EQ,216.45,216.45,211.9,215.2,212.1,212.55,214.0,216.8,89.65,"2,28,00,967","4,87,93,03,405.05","1,24,592",2024-03-11
12-Mar-2024,EQ,211.0,211.35,201.5,212.55,204.25,204.25,205.46,216.8,89.65,"3,47,19,550","7,13,33,09,292.90","2,01,890",2024-03-12
13-Mar-2024,EQ,204.1,205.6,188.2,204.25,189.85,190.3,195.28,216.8,89.65,"4,16,20,003","8,12,76,71,806.10","2,19,476",2024-03-13
14-Mar-2024,EQ,189.0,197.15,186.25,190.3,196.4,195.25,193.14,216.8,89.65,"3,46,22,781","6,68,72,09,925.20","2,62,230",2024-03-14
15-Mar-2024,EQ,196.75,196.75,179.1,195.25,188.85,188.85,186.08,216.8,89.65,"8,87,81,999","16,52,07,75,762.75","4,55,166",2024-03-15
18-Mar-2024,EQ,190.0,192.0,187.05,188.85,190.25,189.9,189.77,216.8,89.9,"2,29,99,225","4,36,45,03,473.85","1,52,386",2024-03-18
19-Mar-2024,EQ,190.0,192.45,184.55,189.9,185.35,185.4,187.37,216.8,89.9,"2,78,19,341","5,21,24,07,391.15","1,41,935",2024-03-19
20-Mar-2024,EQ,186.9,187.95,182.5,185.4,187.75,187.45,186.01,216.8,89.9,"1,62,35,947","3,02,00,19,020.10","1,04,913",2024-03-20
21-Mar-2024,EQ,190.0,197.5,190.0,187.45,196.7,196.85,194.86,216.8,89.9,"4,31,52,810","8,40,87,14,176.00","2,19,957",2024-03-21
22-Mar-2024,EQ,196.5,198.95,192.75,196.85,197.75,197.5,196.02,216.8,89.9,"3,13,21,524","6,13,95,08,157.90","1,38,929",2024-03-22
26-Mar-2024,EQ,197.0,200.5,195.95,197.5,199.5,199.4,198.81,216.8,89.9,"2,57,23,863","5,11,41,62,878.10","1,12,388",2024-03-26
27-Mar-2024,EQ,200.0,203.95,198.0,199.4,199.0,199.45,200.42,216.8,89.9,"3,78,17,130","7,57,92,45,377.10","1,23,953",2024-03-27
28-Mar-2024,EQ,200.5,202.45,199.0,199.45,201.85,201.5,201.19,216.8,89.9,"1,74,25,093","3,50,57,45,228.90","86,067",2024-03-28
01-Apr-2024,EQ,205.0,212.75,203.75,201.5,211.6,211.1,207.85,216.8,95.05,"4,58,40,349","9,52,78,16,417.15","1,82,106",2024-04-01
02-Apr-2024,EQ,213.75,222.65,212.6,211.1,221.65,221.0,219.47,222.65,95.05,"9,38,73,385","20,60,23,09,109.30","3,04,792",2024-04-02
03-Apr-2024,EQ,221.7,225.45,218.85,221.0,221.5,221.5,222.16,225.45,95.05,"4,76,58,754","10,58,79,46,537.35","2,27,146",2024-04-03
04-Apr-2024,EQ,223.5,223.9,218.25,221.5,220.5,220.3,220.8,225.45,95.05,"1,82,79,026","4,03,60,03,454.20","1,17,205",2024-04-04
05-Apr-2024,EQ,220.35,226.0,218.75,220.3,224.1,224.5,222.82,226.0,95.05,"2,53,65,958","5,65,21,53,459.30","1,17,018",2024-04-05
08-Apr-2024,EQ,225.55,225.7,222.1,224.5,223.7,223.55,223.78,226.0,98.75,"1,64,22,350","3,67,49,60,371.70","91,909",2024-04-08
09-Apr-2024,EQ,224.8,228.9,221.2,223.55,228.2,228.15,225.91,228.9,98.75,"2,90,48,035","6,56,22,39,753.60","1,44,456",2024-04-09
10-Apr-2024,EQ,229.0,232.85,226.5,228.15,228.7,228.75,229.93,232.85,98.75,"3,72,18,693","8,55,76,30,376.80","2,06,481",2024-04-10
12-Apr-2024,EQ,231.3,235.4,230.55,228.75,233.6,233.5,233.34,235.4,98.75,"5,71,74,716","13,34,08,64,573.40","2,63,880",2024-04-12
15-Apr-2024,EQ,230.0,238.0,226.0,233.5,234.4,234.45,233.25,238.0,100.0,"5,16,76,313","12,05,36,45,822.30","2,64,315",2024-04-15
16-Apr-2024,EQ,232.5,236.95,230.0,234.45,233.8,233.45,234.5,238.0,100.0,"3,25,08,661","7,62,33,00,476.10","1,64,313",2024-04-16
18-Apr-2024,EQ,235.6,237.4,229.2,233.45,232.95,231.15,234.8,238.0,100.0,"1,86,23,078","4,37,27,54,574.45","1,23,097",2024-04-18
19-Apr-2024,EQ,228.55,234.5,225.7,231.15,233.15,233.3,231.28,238.0,100.0,"2,72,27,241","6,29,70,56,950.40","1,54,009",2024-04-19
22-Apr-2024,EQ,236.0,236.15,232.3,233.3,233.7,233.3,233.45,238.0,100.4,"1,75,49,094","4,09,67,66,387.50","1,02,149",2024-04-22
23-Apr-2024,EQ,234.25,236.1,231.75,233.3,234.4,234.35,234.3,238.0,100.4,"1,92,02,860","4,49,93,09,993.85","1,31,797",2024-04-23
24-Apr-2024,EQ,235.25,239.15,234.1,234.35,236.15,236.5,237.23,239.15,100.4,"3,33,92,337","7,92,15,28,323.25","1,57,276",2024-04-24
