date,series,open,high,low,prev. close,ltp,close,vwap,52W H,52W L,volume,value,no of trades,date
25-Apr-2024,EQ,236.4,240.05,235.45,236.5,237.35,237.6,238.01,240.05,100.4,"1,61,97,834","3,85,52,31,755.10","1,10,511",2024-04-25
26-Apr-2024,EQ,238.5,241.65,237.9,237.6,238.9,238.95,239.57,241.65,100.4,"2,04,73,627","4,90,48,61,041.25","1,19,833",2024-04-26
29-Apr-2024,EQ,240.15,240.2,234.85,238.95,236.0,235.4,236.51,241.65,103.5,"1,98,76,408","4,70,10,17,951.85","1,29,560",2024-04-29
30-Apr-2024,EQ,236.3,237.3,233.2,235.4,234.1,233.75,234.73,241.65,103.5,"1,45,14,418","3,40,70,01,593.35","98,715",2024-04-30
02-May-2024,EQ,234.7,237.4,230.75,233.75,235.15,234.75,234.5,241.65,103.5,"1,91,71,145","4,49,55,39,153.30","1,18,803",2024-05-02
03-May-2024,EQ,237.1,238.0,231.15,234.75,234.4,234.1,234.72,241.65,103.5,"1,57,82,582","3,70,45,60,584.75","1,33,087",2024-05-03
06-May-2024,EQ,235.1,235.85,230.0,234.1,231.95,231.85,232.92,241.65,105.7,"3,24,22,021","7,55,18,65,822.95","1,36,001",2024-05-06
07-May-2024,EQ,232.5,235.8,225.45,231.85,227.4,227.4,229.98,241.65,105.7,"2,64,18,769","6,07,58,86,785.85","1,80,350",2024-05-07
08-May-2024,EQ,227.2,232.65,224.6,227.4,231.7,231.6,229.12,241.65,105.7,"1,89,52,985","4,34,25,81,699.60","1,26,847",2024-05-08
09-May-2024,EQ,234.5,238.2,225.3,231.6,226.8,226.2,231.39,241.65,105.7,"3,52,29,412","8,15,16,74,210.65","1,67,638",2024-05-09
10-May-2024,EQ,227.9,228.5,223.15,226.2,227.2,227.1,226.84,241.65,105.7,"1,84,78,580","4,19,16,52,996.75","1,21,631",2024-05-10
13-May-2024,EQ,228.4,228.7,221.0,227.1,224.8,224.75,224.45,241.65,105.7,"3,28,74,369","7,37,86,76,955.35","1,31,330",2024-05-13
14-May-2024,EQ,225.75,231.9,225.75,224.75,230.9,230.95,229.71,241.65,105.7,"2,31,91,411","5,32,73,76,297.10","96,928",2024-05-14
15-May-2024,EQ,231.8,234.5,229.55,230.95,233.25,232.85,232.0,241.65,105.7,"3,30,45,920","7,66,65,80,499.40","1,72,082",2024-05-15
16-May-2024,EQ,234.75,240.0,227.5,232.85,239.75,237.9,233.95,241.65,105.7,"5,55,56,781","12,99,75,83,649.05","3,14,663",2024-05-16
17-May-2024,EQ,241.0,249.65,237.85,237.9,247.95,248.2,244.21,249.65,105.7,"8,22,31,249","20,08,15,01,772.00","3,51,693",2024-05-17
18-May-2024,EQ,251.5,260.6,250.05,248.2,259.2,258.8,256.97,260.6,105.7,"2,36,19,459","6,06,95,39,712.75","1,40,088",2024-05-18
21-May-2024,EQ,283.0,283.0,271.05,258.8,274.0,274.15,277.64,283.0,107.3,"12,70,35,921","35,27,04,05,106.60","6,19,435",2024-05-21
22-May-2024,EQ,277.0,284.5,264.3,274.15,284.4,283.6,278.36,284.5,107.3,"8,58,01,218","23,88,39,95,821.65","4,58,541",2024-05-22
23-May-2024,EQ,286.3,293.3,283.2,283.6,288.7,288.5,288.65,293.3,107.3,"7,06,31,009","20,38,77,98,393.40","3,69,818",2024-05-23
24-May-2024,EQ,288.0,299.9,286.0,288.5,296.65,297.2,295.06,299.9,107.3,"6,36,09,206","18,76,83,40,596.25","4,08,128",2024-05-24
27-May-2024,EQ,301.75,303.2,289.65,297.2,294.2,294.45,296.03,303.2,110.2,"4,98,90,427","14,76,91,26,887.55","3,57,964",2024-05-27
28-May-2024,EQ,295.7,295.75,285.05,294.45,288.85,289.1,289.88,303.2,110.2,"3,38,93,805","9,82,51,34,532.30","2,62,279",2024-05-28
29-May-2024,EQ,285.4,293.95,285.0,289.1,292.55,292.15,291.1,303.2,110.2,"3,16,45,904","9,21,20,15,087.80","2,36,613",2024-05-29
30-May-2024,EQ,293.0,296.3,289.65,292.15,291.55,290.65,293.41,303.2,110.2,"4,27,69,599","12,54,92,36,924.90","2,69,688",2024-05-30
31-May-2024,EQ,294.2,297.2,286.3,290.65,296.95,295.95,293.23,303.2,110.2,"5,13,97,345","15,07,14,92,269.35","3,55,784",2024-05-31
03-Jun-2024,EQ,323.0,323.0,309.3,295.95,319.8,318.65,315.54,323.0,113.35,"6,72,56,146","21,22,17,52,728.65","4,84,212",2024-06-03
04-Jun-2024,EQ,312.0,312.0,230.05,318.65,257.45,255.55,268.85,323.0,113.35,"26,80,52,657","72,06,65,32,847.55","22,63,034",2024-06-04
05-Jun-2024,EQ,264.5,264.5,230.0,255.55,259.7,260.35,249.43,323.0,113.35,"19,34,87,058","48,26,12,02,498.00","10,97,252",2024-06-05
06-Jun-2024,EQ,267.0,281.5,267.0,260.35,274.65,273.65,274.65,323.0,113.35,"9,55,02,477","26,22,96,49,315.10","5,57,035",2024-06-06
07-Jun-2024,EQ,274.0,284.55,268.7,273.65,283.0,283.2,279.29,323.0,113.35,"6,01,09,827","16,78,82,53,742.60","3,44,381",2024-06-07
10-Jun-2024,EQ,288.9,292.0,281.1,283.2,283.1,283.4,285.39,323.0,117.9,"4,23,63,741","12,09,00,73,075.70","4,64,144",2024-06-10
11-Jun-2024,EQ,287.0,290.5,285.35,283.4,286.75,286.2,287.47,323.0,117.9,"3,22,69,277","9,27,64,57,243.70","2,18,539",2024-06-11
12-Jun-2024,EQ,287.9,293.0,286.05,286.2,290.9,290.5,290.48,323.0,117.9,"3,39,90,756","9,87,35,72,881.90","2,33,446",2024-06-12
13-Jun-2024,EQ,293.9,303.0,287.05,290.5,303.0,300.9,295.37,323.0,117.9,"4,95,11,492","14,62,39,64,925.50","3,09,294",2024-06-13
14-Jun-2024,EQ,305.0,310.5,301.5,300.9,309.7,309.6,307.39,323.0,117.9,"6,73,66,844","20,70,76,78,476.55","3,86,477",2024-06-14
18-Jun-2024,EQ,313.0,321.0,312.25,309.6,318.25,318.25,317.57,323.0,117.9,"6,48,59,245","20,59,76,34,274.60","4,13,084",2024-06-18
19-Jun-2024,EQ,319.9,319.9,304.1,318.25,309.8,309.3,311.0,323.0,117.9,"5,86,98,689","18,25,53,12,288.05","4,89,779",2024-06-19
20-Jun-2024,EQ,309.8,313.35,302.25,309.3,312.05,311.9,309.72,323.0,117.9,"3,95,05,506","12,23,55,02,735.65","2,42,233",2024-06-20
21-Jun-2024,EQ,312.7,314.0,304.1,311.9,305.5,304.95,308.5,323.0,117.9,"3,76,20,968","11,60,61,53,929.05","3,16,286",2024-06-21
24-Jun-2024,EQ,304.8,311.9,297.45,304.95,310.0,309.75,308.58,323.0,117.9,"3,91,39,609","12,07,75,22,015.50","2,77,524",2024-06-24
25-Jun-2024,EQ,310.9,314.95,309.2,309.75,309.7,309.7,311.98,323.0,117.9,"2,91,24,110","9,08,60,03,158.10","1,95,683",2024-06-25
26-Jun-2024,EQ,310.0,311.5,305.85,309.7,306.85,306.85,308.38,323.0,117.9,"2,42,38,007","7,47,44,35,049.85","2,15,676",2024-06-26
27-Jun-2024,EQ,306.1,308.15,301.2,306.85,304.7,304.5,304.55,323.0,117.9,"3,99,96,580","12,18,08,78,059.50","2,36,478",2024-06-27
28-Jun-2024,EQ,306.0,309.8,302.75,304.5,309.35,305.9,305.07,323.0,117.9,"2,42,56,902","7,40,00,69,766.15","1,76,389",2024-06-28
01-Jul-2024,EQ,310.95,312.5,305.85,305.9,307.95,307.65,307.71,323.0,121.05,"3,94,95,237","12,15,30,68,711.40","2,49,710",2024-07-01
02-Jul-2024,EQ,309.0,309.0,303.0,307.65,305.8,306.1,305.9,323.0,121.05,"2,39,74,162","7,33,38,11,257.05","1,49,202",2024-07-02
03-Jul-2024,EQ,307.0,315.45,305.75,306.1,314.5,314.5,311.52,323.0,121.05,"4,49,19,849","13,99,33,36,539.65","2,38,422",2024-07-03
04-Jul-2024,EQ,317.4,318.5,313.05,314.5,317.5,317.35,316.64,323.0,121.05,"3,55,91,681","11,26,97,64,851.85","2,00,616",2024-07-04
05-Jul-2024,EQ,317.65,326.8,314.5,317.35,323.8,324.05,323.62,326.8,121.05,"6,31,25,211","20,42,87,14,644.85","3,51,601",2024-07-05
08-Jul-2024,EQ,328.45,335.8,325.6,324.05,335.5,334.6,331.65,335.8,122.5,"7,09,83,243","23,54,17,40,324.15","3,88,249",2024-07-08
09-Jul-2024,EQ,338.0,339.35,328.7,334.6,334.4,334.8,334.12,339.35,122.5,"5,22,25,572","17,44,98,51,109.65","3,08,664",2024-07-09
10-Jul-2024,EQ,340.0,340.5,324.15,334.8,334.0,333.85,333.25,340.5,122.5,"4,67,79,965","15,58,92,57,255.45","3,92,471",2024-07-10
11-Jul-2024,EQ,335.5,338.2,333.0,333.85,335.8,335.5,335.34,340.5,122.5,"3,19,19,433","10,70,38,22,546.75","2,45,927",2024-07-11
12-Jul-2024,EQ,336.9,337.5,328.1,335.5,331.5,333.1,333.48,340.5,122.5,"2,45,17,961","8,17,63,54,799.70","2,17,819",2024-07-12
15-Jul-2024,EQ,336.0,336.05,331.0,333.1,331.95,331.4,332.45,340.5,123.5,"2,20,21,926","7,32,11,38,976.00","1,75,145",2024-07-15
16-Jul-2024,EQ,333.25,334.4,324.5,331.4,326.4,326.15,328.69,340.5,123.5,"2,65,85,927","8,73,84,53,755.30","2,27,205",2024-07-16
18-Jul-2024,EQ,326.5,326.7,312.3,326.15,313.15,313.55,316.21,340.5,123.5,"4,80,43,715","15,19,21,40,094.60","4,27,400",2024-07-18
19-Jul-2024,EQ,309.9,316.9,305.0,313.55,306.8,306.3,309.28,340.5,123.5,"4,33,13,606","13,39,60,81,276.45","3,70,871",2024-07-19
22-Jul-2024,EQ,306.0,314.7,297.3,306.3,313.8,312.3,309.54,340.5,123.5,"3,93,86,992","12,19,18,16,982.95","3,97,073",2024-07-22
23-Jul-2024,EQ,317.0,317.0,281.1,312.3,301.5,301.45,302.55,340.5,123.5,"7,65,13,131","23,14,87,88,750.85","5,88,743",2024-07-23
24-Jul-2024,EQ,302.5,306.5,299.3,301.45,300.6,300.1,302.34,340.5,123.5,"2,40,99,148","7,28,62,08,315.95","3,34,733",2024-07-24
25-Jul-2024,EQ,297.95,303.4,293.4,300.1,302.0,301.45,299.59,340.5,123.5,"2,78,20,556","8,33,48,16,259.05","2,23,174",2024-07-25
26-Jul-2024,EQ,303.8,310.5,302.0,301.45,310.45,309.9,307.64,340.5,123.5,"2,45,12,844","7,54,10,49,572.20","1,70,966",2024-07-26
29-Jul-2024,EQ,312.8,325.6,310.85,309.9,321.3,321.35,318.88,340.5,123.5,"5,13,91,698","16,38,76,95,590.30","3,63,672",2024-07-29
30-Jul-2024,EQ,325.2,326.55,317.6,321.35,317.8,318.1,321.12,340.5,123.5,"4,11,11,245","13,20,14,53,383.20","2,88,057",2024-07-30
31-Jul-2024,EQ,319.9,320.6,315.45,318.1,316.3,316.05,317.09,340.5,123.5,"2,57,09,971","8,15,22,64,097.05","2,00,287",2024-07-31
01-Aug-2024,EQ,317.7,317.7,308.05,316.05,311.5,311.15,312.01,340.5,123.5,"2,81,41,436","8,78,04,75,983.15","2,50,799",2024-08-01
02-Aug-2024,EQ,305.3,308.7,301.7,311.15,303.15,302.95,304.78,340.5,123.5,"2,61,55,604","7,97,17,22,287.35","2,85,981",2024-08-02
05-Aug-2024,EQ,289.85,297.45,285.0,302.95,289.35,290.25,291.31,340.5,126.6,"5,03,90,560","14,67,92,41,428.70","5,34,296",2024-08-05
06-Aug-2024,EQ,292.0,302.6,286.35,290.25,287.8,287.25,293.76,340.5,126.6,"3,91,71,936","11,50,72,76,878.70","3,41,869",2024-08-06
07-Aug-2024,EQ,295.5,301.0,289.8,287.25,300.65,300.2,295.97,340.5,126.6,"2,21,99,473","6,57,03,90,811.00","1,73,796",2024-08-07
08-Aug-2024,EQ,301.0,302.7,297.15,300.2,297.8,298.25,299.38,340.5,126.6,"2,19,63,656","6,57,55,58,038.15","1,51,421",2024-08-08
09-Aug-2024,EQ,302.5,305.0,300.65,298.25,301.9,302.2,302.87,340.5,126.6,"1,55,51,076","4,70,99,79,893.30","1,14,363",2024-08-09
12-Aug-2024,EQ,299.0,303.65,298.25,302.2,301.3,301.4,301.52,340.5,126.75,"1,53,61,379","4,63,18,12,090.35","1,78,931",2024-08-12
13-Aug-2024,EQ,302.0,302.65,295.4,301.4,296.1,296.15,299.82,340.5,126.75,"1,47,46,085","4,42,11,44,528.75","1,90,100",2024-08-13
14-Aug-2024,EQ,296.15,297.05,290.65,296.15,294.65,293.7,293.7,340.5,126.75,"1,66,41,055","4,88,74,01,137.35","1,30,227",2024-08-14
16-Aug-2024,EQ,296.5,303.9,296.0,293.7,303.55,303.3,300.35,340.5,126.75,"2,13,53,408","6,41,35,52,333.55","1,31,914",2024-08-16
19-Aug-2024,EQ,304.8,305.55,301.1,303.3,302.5,302.15,303.35,340.5,127.0,"1,22,32,725","3,71,08,01,334.15","1,07,693",2024-08-19
20-Aug-2024,EQ,302.15,304.5,297.8,302.15,302.75,303.15,301.51,340.5,127.0,"1,41,83,642","4,27,65,23,117.30","1,09,619",2024-08-20
21-Aug-2024,EQ,303.0,306.75,302.55,303.15,306.3,305.4,304.31,340.5,127.0,"1,18,62,616","3,60,98,89,376.15","98,031",2024-08-21
22-Aug-2024,EQ,306.4,306.9,303.5,305.4,304.2,304.5,304.89,340.5,127.0,"1,30,74,829","3,98,63,40,437.60","92,353",2024-08-22
23-Aug-2024,EQ,305.5,309.2,304.1,304.5,306.1,306.0,306.76,340.5,127.0,"2,18,91,698","6,71,53,92,732.40","1,41,433",2024-08-23
26-Aug-2024,EQ,308.7,308.9,305.8,306.0,306.6,306.7,307.18,340.5,127.0,"1,52,80,637","4,69,39,05,703.95","1,17,141",2024-08-26
27-Aug-2024,EQ,306.6,307.45,299.6,306.7,301.15,300.9,303.65,340.5,127.0,"1,68,73,099","5,12,35,32,403.85","1,41,651",2024-08-27
28-Aug-2024,EQ,301.05,304.5,299.5,300.9,300.25,299.95,301.31,340.5,127.0,"1,40,05,947","4,22,00,94,397.45","1,03,363",2024-08-28
29-Aug-2024,EQ,299.35,301.05,292.1,299.95,296.8,296.2,296.06,340.5,127.0,"1,91,85,385","5,67,99,35,752.25","3,02,454",2024-08-29
30-Aug-2024,EQ,296.8,302.15,294.35,296.2,299.5,299.3,298.69,340.5,127.0,"2,86,84,991","8,56,78,94,578.90","2,10,946",2024-08-30
02-Sep-2024,EQ,301.95,301.95,295.05,299.3,296.85,296.9,297.16,340.5,127.0,"1,17,13,172","3,48,06,54,200.95","1,58,631",2024-09-02
03-Sep-2024,EQ,300.0,301.35,296.75,296.9,297.25,297.15,298.43,340.5,127.0,"1,39,71,488","4,16,95,27,934.70","1,13,157",2024-09-03
04-Sep-2024,EQ,297.15,301.9,295.3,297.15,299.0,298.95,298.84,340.5,127.0,"1,79,37,646","5,36,05,22,038.45","1,69,249",2024-09-04
05-Sep-2024,EQ,299.0,299.5,290.0,298.95,290.55,290.6,292.71,340.5,127.0,"2,63,42,723","7,71,08,18,581.45","2,94,621",2024-09-05
06-Sep-2024,EQ,290.35,290.35,282.05,290.6,284.05,283.6,284.33,340.5,127.0,"3,00,62,372","8,54,77,78,466.60","3,82,227",2024-09-06
09-Sep-2024,EQ,282.0,284.5,275.75,283.6,284.15,281.55,279.22,340.5,127.0,"2,91,70,063","8,14,48,80,223.00","3,05,330",2024-09-09
10-Sep-2024,EQ,282.5,288.35,282.3,281.55,286.15,285.75,285.55,340.5,127.0,"1,99,82,334","5,70,59,40,169.70","2,42,536",2024-09-10
11-Sep-2024,EQ,286.45,290.45,284.35,285.75,288.1,288.05,288.06,340.5,127.0,"2,16,50,737","6,23,66,78,131.05","2,24,251",2024-09-11
12-Sep-2024,EQ,290.9,292.5,289.0,288.05,291.25,291.7,291.11,340.5,127.0,"1,61,02,095","4,68,75,07,255.35","1,16,045",2024-09-12
13-Sep-2024,EQ,293.0,294.0,289.6,291.7,290.1,289.95,291.21,340.5,127.0,"1,23,30,463","3,59,07,90,408.60","1,10,888",2024-09-13
16-Sep-2024,EQ,290.9,292.2,288.4,289.95,290.95,290.4,290.12,340.5,127.0,"91,84,637","2,66,46,14,503.70","77,428",2024-09-16
17-Sep-2024,EQ,290.5,290.85,283.9,290.4,284.4,284.3,285.42,340.5,127.0,"1,59,46,216","4,55,14,32,389.45","1,69,137",2024-09-17
18-Sep-2024,EQ,284.9,286.0,280.4,284.3,282.6,282.85,283.03,340.5,127.0,"1,04,50,571","2,95,78,49,161.60","1,13,449",2024-09-18
19-Sep-2024,EQ,284.0,284.85,267.1,282.85,274.0,272.7,272.57,340.5,127.0,"4,45,60,220","12,14,58,00,771.85","3,71,919",2024-09-19
20-Sep-2024,EQ,274.0,279.4,272.85,272.7,277.7,277.35,276.68,340.5,127.0,"3,85,01,362","10,65,24,41,297.45","2,35,297",2024-09-20
23-Sep-2024,EQ,280.0,286.7,278.65,277.35,286.5,286.3,283.71,340.5,127.0,"1,94,45,968","5,51,71,03,114.45","1,65,132",2024-09-23
24-Sep-2024,EQ,286.3,293.4,284.55,286.3,292.9,291.8,289.47,340.5,127.0,"2,53,46,532","7,33,70,15,083.50","3,04,302",2024-09-24
25-Sep-2024,EQ,294.0,295.0,287.65,291.8,289.75,289.85,291.01,340.5,127.0,"1,92,63,084","5,60,56,65,283.10","2,24,188",2024-09-25
26-Sep-2024,EQ,290.6,291.9,289.05,289.85,290.4,290.5,290.27,340.5,127.0,"1,83,43,882","5,32,46,09,068.65","1,56,566",2024-09-26
27-Sep-2024,EQ,292.35,294.85,289.2,290.5,291.95,293.45,293.17,340.5,127.0,"20,85,88,855","61,15,26,30,021.55","3,35,221",2024-09-27
30-Sep-2024,EQ,293.45,294.6,283.6,293.45,284.4,285.1,286.92,340.5,127.0,"3,26,95,169","9,38,07,92,758.45","2,77,838",2024-09-30
01-Oct-2024,EQ,285.1,286.6,282.55,285.1,284.0,283.95,284.55,340.5,127.0,"1,38,83,476","3,95,05,04,883.90","1,41,159",2024-10-01
03-Oct-2024,EQ,275.05,286.3,275.05,283.95,278.8,278.7,280.65,340.5,127.0,"2,73,21,529","7,66,78,03,017.50","2,39,354",2024-10-03
04-Oct-2024,EQ,278.7,281.9,273.55,278.7,277.4,277.2,278.23,340.5,127.0,"1,74,51,235","4,85,54,58,363.60","1,56,166",2024-10-04
07-Oct-2024,EQ,277.4,278.9,265.0,277.2,267.4,267.35,269.31,340.5,127.0,"2,17,04,629","5,84,53,56,472.95","2,40,837",2024-10-07
08-Oct-2024,EQ,267.0,281.5,265.55,267.35,281.5,280.25,275.06,340.5,127.0,"2,91,90,708","8,02,92,27,634.25","2,33,418",2024-10-08
09-Oct-2024,EQ,282.0,286.6,278.5,280.25,282.6,282.4,282.82,340.5,127.0,"1,89,84,175","5,36,90,23,738.45","1,75,927",2024-10-09
10-Oct-2024,EQ,283.95,289.6,283.4,282.4,286.9,286.9,286.98,340.5,127.0,"1,91,55,691","5,49,72,26,134.85","1,65,859",2024-10-10
11-Oct-2024,EQ,287.2,288.65,284.15,286.9,285.25,285.9,286.24,340.5,127.0,"96,77,338","2,77,00,67,922.90","97,555",2024-10-11
14-Oct-2024,EQ,286.1,289.2,284.65,285.9,285.6,285.7,286.77,340.5,127.0,"1,13,86,559","3,26,53,70,800.70","1,12,797",2024-10-14
15-Oct-2024,EQ,287.15,289.45,285.75,285.7,288.7,288.85,288.13,340.5,127.0,"1,47,01,531","4,23,58,94,280.80","1,29,821",2024-10-15
16-Oct-2024,EQ,288.15,291.05,284.75,288.85,285.65,285.7,287.02,340.5,127.0,"1,18,35,439","3,39,70,00,771.35","1,18,259",2024-10-16
17-Oct-2024,EQ,286.05,287.9,281.7,285.7,284.5,284.55,284.97,340.5,127.0,"1,16,95,551","3,33,28,92,105.60","1,19,417",2024-10-17
18-Oct-2024,EQ,282.9,287.8,277.8,284.55,287.0,287.15,284.34,340.5,127.0,"1,00,95,514","2,87,05,79,392.80","94,110",2024-10-18
21-Oct-2024,EQ,286.3,287.45,281.1,287.15,281.6,282.3,284.04,340.5,127.0,"83,93,942","2,38,42,09,722.30","86,534",2024-10-21
22-Oct-2024,EQ,282.0,282.15,270.65,282.3,271.6,271.65,275.43,340.5,127.0,"1,52,40,897","4,19,77,24,770.55","1,50,480",2024-10-22
23-Oct-2024,EQ,271.0,274.7,266.3,271.65,268.95,268.65,270.26,340.5,127.0,"1,35,03,954","3,64,95,27,626.75","1,36,043",2024-10-23
24-Oct-2024,EQ,269.0,273.15,268.35,268.65,271.6,271.35,271.03,340.5,127.0,"1,07,00,271","2,90,00,88,769.35","91,455",2024-10-24
25-Oct-2024,EQ,271.0,276.0,257.45,271.35,275.55,272.35,267.26,340.5,127.0,"4,04,06,841","10,79,93,30,476.90","2,82,604",2024-10-25
28-Oct-2024,EQ,276.7,277.95,267.4,272.35,269.85,270.05,270.6,340.5,130.75,"2,44,79,817","6,62,42,17,569.30","2,04,540",2024-10-28
29-Oct-2024,EQ,271.2,284.5,270.85,270.05,283.25,283.65,277.55,340.5,130.75,"3,42,71,117","9,51,20,81,880.65","2,62,371",2024-10-29
30-Oct-2024,EQ,283.45,294.75,282.05,283.65,287.95,288.55,290.7,340.5,130.75,"4,07,87,587","11,85,71,12,797.35","2,55,542",2024-10-30
31-Oct-2024,EQ,287.95,288.45,283.75,288.55,285.15,284.9,285.6,340.5,130.75,"1,87,20,310","5,34,66,01,728.40","1,71,631",2024-10-31
01-Nov-2024,EQ,286.65,290.25,286.0,284.9,288.6,288.65,288.74,340.5,130.75,"52,65,231","1,52,02,70,856.95","78,337",2024-11-01
04-Nov-2024,EQ,289.0,289.0,280.3,288.65,284.05,284.15,283.92,340.5,136.0,"1,51,57,659","4,30,35,03,218.80","1,46,158",2024-11-04
05-Nov-2024,EQ,282.5,287.2,277.15,284.15,285.65,286.35,282.4,340.5,136.0,"1,87,61,867","5,29,84,44,272.15","1,62,147",2024-11-05
06-Nov-2024,EQ,287.5,304.3,287.2,286.35,301.6,301.85,298.1,340.5,136.0,"5,28,04,364","15,74,11,78,333.80","3,82,163",2024-11-06
07-Nov-2024,EQ,301.0,302.0,296.1,301.85,299.95,300.35,299.3,340.5,136.0,"2,43,57,430","7,29,02,84,094.65","2,44,075",2024-11-07
08-Nov-2024,EQ,300.35,304.5,295.75,300.35,297.0,297.75,299.93,340.5,136.0,"2,29,35,845","6,87,92,06,966.65","1,98,509",2024-11-08
11-Nov-2024,EQ,297.5,303.8,294.4,297.75,299.45,299.75,299.92,340.5,137.35,"2,01,55,408","6,04,50,00,821.85","2,77,310",2024-11-11
12-Nov-2024,EQ,300.0,300.85,287.3,299.75,289.3,290.15,294.68,340.5,137.35,"1,42,92,965","4,21,18,87,204.70","1,42,938",2024-11-12
13-Nov-2024,EQ,288.0,288.85,279.45,290.15,282.0,281.55,282.92,340.5,137.35,"2,00,01,842","5,65,88,46,385.65","1,99,498",2024-11-13
14-Nov-2024,EQ,282.0,284.45,275.5,281.55,281.25,280.95,280.75,340.5,137.35,"2,05,41,591","5,76,71,24,174.65","1,75,458",2024-11-14
18-Nov-2024,EQ,283.0,286.7,277.25,280.95,278.2,278.05,280.87,340.5,137.35,"1,30,00,137","3,65,12,86,626.30","1,34,036",2024-11-18
19-Nov-2024,EQ,280.0,285.2,277.0,278.05,277.5,279.0,281.53,340.5,137.35,"1,31,60,982","3,70,52,14,787.90","1,09,991",2024-11-19
21-Nov-2024,EQ,278.45,278.45,270.25,279.0,275.05,275.45,274.32,340.5,137.35,"1,48,58,108","4,07,58,99,404.95","1,58,061",2024-11-21
22-Nov-2024,EQ,276.0,283.5,275.5,275.45,281.05,280.85,280.19,340.5,137.35,"1,32,68,900","3,71,78,51,235.65","98,372",2024-11-22
25-Nov-2024,EQ,290.0,299.0,287.95,280.85,293.0,292.35,294.18,340.5,140.4,"4,93,66,681","14,52,26,78,985.55","4,12,595",2024-11-25
26-Nov-2024,EQ,294.0,301.0,293.15,292.35,297.8,297.9,298.52,340.5,140.4,"2,73,47,402","8,16,37,54,192.25","1,89,211",2024-11-26
27-Nov-2024,EQ,298.85,307.95,297.45,297.9,307.05,307.35,305.26,340.5,140.4,"3,94,64,505","12,04,68,25,960.60","2,72,286",2024-11-27
28-Nov-2024,EQ,308.0,309.5,304.35,307.35,305.8,305.75,306.7,340.5,140.4,"2,77,72,319","8,51,76,97,445.05","3,20,545",2024-11-28
29-Nov-2024,EQ,305.7,310.6,305.0,305.75,307.65,308.0,308.48,340.5,140.4,"2,32,41,947","7,16,97,17,630.50","2,02,363",2024-11-29
02-Dec-2024,EQ,307.8,309.4,303.3,308.0,306.8,306.9,306.03,340.5,149.95,"1,55,49,685","4,75,87,33,632.95","2,22,943",2024-12-02
